source_acct,tweet_date,tweet_text,vader_compound,vader_negative,vader_neutral,vader_positive
fox,2018-07-09 19:43:29+00:00,"@tompedals yay, hello, hi! 👋🏻",0.784,0.0,0.504,0.496
fox,2018-07-09 19:43:13+00:00,"@madalynrose thanks, Madalyn. 💖",0.6249,0.0,0.37,0.63
fox,2018-07-09 19:43:04+00:00,"@andymcmillan weee, thank you!!",0.4738,0.0,0.493,0.507
fox,2018-07-09 19:42:56+00:00,@jennwrites 💖💖💖,0.0,0.0,1.0,0.0
fox,2018-07-09 19:42:42+00:00,@paulozoom thank you! it is awesome :),0.8718,0.0,0.288,0.712
fox,2018-07-09 19:42:27+00:00,@brianloveswords thank you 🙇🏻‍♀️,0.3612,0.0,0.737,0.263
fox,2018-07-09 19:42:10+00:00,"@patrickhamann thanks, Patrick! 💖",0.6588,0.0,0.357,0.643
fox,2018-07-09 19:41:56+00:00,@lynnandtonic thank you and I will miss you!,0.2942,0.17,0.532,0.297
fox,2018-07-09 17:17:20+00:00,"@patrickbjohnson nah, only here for a week. travelling alone so don’t want to make it a very long trip (hashtag anx… https://t.co/sdzeg7AUmr",-0.2075,0.155,0.773,0.072
fox,2018-07-09 17:06:00+00:00,"@lrnrd thanks, bb 💖",0.6249,0.0,0.37,0.63
fox,2018-07-09 13:04:47+00:00,"@jstn Oh yeah, Coava, Stumptown and Good Coffee are my long standing favs!",0.6588,0.0,0.671,0.329
fox,2018-07-09 13:00:00+00:00,"I’m so spoiled by Melbourne standards I literally cannot drink this liquid that was just served to me as coffee

😂💀",0.0,0.0,1.0,0.0
fox,2018-07-09 12:42:20+00:00,"I’m excited to share that today is my first day at @helpscout as a front-end engineer on the design team, which is… https://t.co/LrW8L2lBcq",0.5574,0.0,0.813,0.187
fox,2018-07-09 08:03:22+00:00,"Here lies Karolina, defeated by jetlag after mere three hours of sleep.",-0.7096,0.371,0.629,0.0
fox,2018-07-08 19:48:49+00:00,@andrewvijay Everywhere to be honest. That particular one was in the US. That mostly doesn’t happen in Australia.,0.5106,0.0,0.837,0.163
fox,2018-07-08 19:48:11+00:00,@mctrebo Boston,0.0,0.0,1.0,0.0
fox,2018-07-08 19:45:15+00:00,"@LukesBeard It’s the most annoying thing that all social media, including Instagram, butchers the quality of photos… https://t.co/7y8A7IuLcT",-0.4576,0.15,0.85,0.0
fox,2018-07-08 19:06:16+00:00,"“Perks” of traveling alone as a woman: being called “honey” in all restaurants/stores, being grabbed by the arm by… https://t.co/ziCifcCI2x",-0.25,0.1,0.9,0.0
fox,2018-07-08 17:39:19+00:00,@mattopsahl Oh! I did go to the Boston Common and Public Garden :) will check it out!,0.555,0.0,0.807,0.193
fox,2018-07-08 17:37:47+00:00,@amyngyn tbh I specifically look for “healthy” recipes because I don’t want all of the sugar / butter / cream in my… https://t.co/tEki0zBt8v,0.0772,0.0,0.933,0.067
fox,2018-07-08 17:34:51+00:00,"Horribly jet lagged and battling anxiety, but Boston sure is pretty. ❤️ https://t.co/IYfWZjvqLe",0.5499,0.305,0.364,0.33
fox,2018-07-07 15:23:42+00:00,@jilljubs Omg me too but I’m also afraid,0.0,0.0,1.0,0.0
fox,2018-07-06 23:22:17+00:00,"Excited to be going to @xoxo this year with @benschwarz! Portland holds a dear place in my heart. 

Can’t wait to c… https://t.co/7s7h3Ti8sp",0.6476,0.0,0.791,0.209
fox,2018-07-06 23:06:03+00:00,MEL ✈️ LAX ✈️ BOS,0.0,0.0,1.0,0.0
fox,2018-07-05 07:54:19+00:00,"@LJKenward @LukeMesiti You both will do great, I’ll be cheering you from a transatlantic flight. 💐😇",0.8126,0.0,0.637,0.363
fox,2018-07-05 00:18:14+00:00,Jeremy was one of our @cssconfau speakers this year and I cannot recommend him more as a developer with a deep pass… https://t.co/nHFHIPQXtM,-0.2755,0.1,0.9,0.0
fox,2018-07-04 00:40:38+00:00,RT @KD: Serena Williams has been drug tested more than all the top five American male athletes and 2x more than top American female athlete…,0.3818,0.0,0.865,0.135
fox,2018-07-04 00:15:15+00:00,Great post with actionable advice on user protection in hostile states. https://t.co/LKkLVIx3J4,0.3612,0.156,0.599,0.246
fox,2018-07-04 00:11:33+00:00,"@stewartsc hahaha, can’t make this more perfect, really.",0.8221,0.0,0.441,0.559
fox,2018-07-04 00:09:55+00:00,"@Stammy That’s super comprehensive, thank you for sharing!",0.8883,0.0,0.258,0.742
fox,2018-07-04 00:08:19+00:00,"@TimHaines people like that never want to understand, he conveniently blocked all women pointing his wrongness out… https://t.co/cCe4XNNzfh",0.0459,0.16,0.72,0.12
fox,2018-07-03 23:57:36+00:00,"RT @sarahmei: The biggest barrier to entry in software for non-white-men has never been credentials or knowledge or even experience. 

It’s…",-0.128,0.07,0.93,0.0
fox,2018-07-03 09:45:32+00:00,"And here’s the tweet for posterity. Also, if you had any doubts, the author is fine conversing with other men and q… https://t.co/ek0D1YV8We",-0.1027,0.088,0.84,0.072
fox,2018-07-03 09:44:18+00:00,"@karmel80 lol, I can’t even",0.4215,0.0,0.517,0.483
fox,2018-07-03 09:06:17+00:00,@Firesphere Sorry but I don’t want to engage on twitter in that way anymore.,0.5267,0.073,0.637,0.29
fox,2018-07-03 09:03:13+00:00,In case you have any doubts the dude already blocked me because that’s how privilege deals with anything’s that’s uncomfortable. ✌️😎,-0.5267,0.261,0.644,0.095
fox,2018-07-03 08:32:36+00:00,"A lesson to learn here is that if you choose to look away and ignore oppression, IT WILL BE MAGNIFIED BY YOUR COMPL… https://t.co/7yNNGSa6LW",-0.3612,0.102,0.898,0.0
fox,2018-07-03 08:28:42+00:00,"Additionally, using „sexy industry” to describe tech is just another example of sexualisation that women will conti… https://t.co/rFgRgfZR7f",0.0,0.0,1.0,0.0
fox,2018-07-03 08:27:09+00:00,"He could just really look at his own employer, Uber, to learn about the inclusion and moral crisis that tech is cur… https://t.co/I3W252jNqe",-0.6249,0.157,0.843,0.0
fox,2018-07-03 08:24:21+00:00,"I’m not going any further, because the evidence is there for those who are willing to look for it instead of trying… https://t.co/gmd1QdIfJE",0.0,0.0,1.0,0.0
fox,2018-07-03 08:22:45+00:00,"A good place to start would be to familiarise yourself w/the @KaporCenter Tech Leavers study, portraying why people… https://t.co/McD9ZnlGXf",0.4404,0.0,0.854,0.146
fox,2018-07-03 08:20:22+00:00,"The sheer ignorance of white male privilege portrayed in this tweet is a reason why there aren’t more people, espec… https://t.co/BVSYqzUU0a",0.0,0.109,0.783,0.109
fox,2018-07-03 08:05:37+00:00,"@patriciarealini The echo chamber of white dudes seeing tech as easy runs deep, especially at Uber lol",0.7397,0.0,0.706,0.294
fox,2018-07-03 04:49:02+00:00,"RT @KimCrayton1: “We need to destigmatize how we view and talk about privilege, and one of the best ways to do so is to raise awareness.“ #…",0.7717,0.0,0.789,0.211
fox,2018-07-03 04:32:54+00:00,We cannot succeed at making the Web that’s welcoming towards everyone if the platform is built by the few with enou… https://t.co/scB1iuvgaJ,0.0701,0.103,0.783,0.114
fox,2018-07-03 04:32:32+00:00,"RT @Kolor_Koded_101: If you don't understand why more folks don't consider careers in tech despite ""low"" barriers to entry, great pay and b…",0.5719,0.053,0.792,0.155
fox,2018-07-03 04:32:19+00:00,"RT @missydepino: Important facts for white allies:

If you are white, 93% of your social network is white. 

White social media users only…",0.2023,0.0,0.924,0.076
fox,2018-07-03 03:20:06+00:00,RT @MelissaStetten: The University of Well Actually. https://t.co/nZ5NuXiVRn,0.2732,0.0,0.769,0.231
fox,2018-07-03 02:32:06+00:00,I strongly recommend reading the recent State of Black America report that highlights disparities in White-Black an… https://t.co/xPMjqauW2e,0.5574,0.0,0.765,0.235
fox,2018-07-03 02:24:43+00:00,Doing legitimate research for my talk about tech ethics. https://t.co/TDWpxWVyU4,0.0,0.0,1.0,0.0
fox,2018-07-03 01:37:12+00:00,"@bradleyfields awesome! That’s great to hear. I’d mostly use it for writing and reading, maybe some presentations i… https://t.co/8lw5cJJ5dC",0.8588,0.0,0.667,0.333
fox,2018-07-03 01:30:46+00:00,Developer Twitter in a nutshell. https://t.co/bViM2EWxTv,0.0,0.0,1.0,0.0
fox,2018-07-03 01:27:13+00:00,"@glenngillen yeah, I wouldn’t use it for work. I have a personal iMac, will have a work MacBook so want this mostly… https://t.co/1DpI2lNqf1",0.4481,0.0,0.812,0.188
fox,2018-07-03 01:18:36+00:00,I’m considering getting rid of my Macbook and using an iPad Pro for writing + travel (mostly non-work related). If… https://t.co/ioOtzJxM2V,0.0,0.0,1.0,0.0
fox,2018-07-02 23:18:55+00:00,".@mylifeasalllly has spoken at @cssconfau 2016, and I strongly recommend you hire her if you’re looking for a front… https://t.co/RSUDyoP7h4",0.5574,0.0,0.777,0.223
fox,2018-07-02 23:15:52+00:00,"@LukesBeard omg, these are so great! also, love her outfit 😍",0.9325,0.0,0.458,0.542
fox,2018-07-02 23:10:08+00:00,"@soniagupta504 🤦🏻‍♀️😡

I don’t know how not to be ashamed for whiteness anymore, to be honest.",0.7054,0.0,0.69,0.31
fox,2018-07-02 06:58:47+00:00,"RT @DelilahSDawson: Twitter, 2009: You followed me? Wow! I'll follow you, too! We'll be buddies! In the trenches! Hey, that lady said a sma…",0.7156,0.0,0.816,0.184
fox,2018-07-02 06:33:24+00:00,"@Mandy_Kerr @kylietimpani please tell me how to have a great time at the airport, I will be needing this advice soon 😂",0.8519,0.059,0.623,0.318
fox,2018-07-02 06:30:21+00:00,Humans author software and design with conscious and unknown biases baked in. Their prejudice and lack of education… https://t.co/sr8nCyi5WX,-0.6808,0.248,0.752,0.0
fox,2018-07-02 05:13:27+00:00,RT @ICSandwichGuy: https://t.co/n6lOb7f6g8,0.0,0.0,1.0,0.0
fox,2018-07-02 02:51:31+00:00,The European Group on Ethics in Science and New Technologies has been publishing reports on ethics since the early… https://t.co/F24DhJdhVT,0.0,0.0,1.0,0.0
fox,2018-07-02 02:47:28+00:00,"Ethical principles for technology:

→ Human dignity
→ Autonomy
→ Responsibility
→ Justice, equity, &amp; solidarity
→ D… https://t.co/NaXjoluxhv",0.891,0.0,0.463,0.537
fox,2018-07-02 02:11:12+00:00,"@omosolatweets 😡😡😡

This makes me very angry. Shared!",-0.2975,0.309,0.478,0.213
fox,2018-07-02 02:10:35+00:00,"What the living hell @TOABerlin? 

Do you sell photos of your attendees and/or allow press to use them however they… https://t.co/YkEMfHlZUE",-0.5719,0.18,0.745,0.075
fox,2018-07-02 02:04:16+00:00,@meelijane 😡,0.0,0.0,1.0,0.0
fox,2018-07-02 02:04:04+00:00,RT @omosolatweets: It recently came to my attention that an image of myself &amp; three other female attendees from a break during the @TOABerl…,0.0,0.0,1.0,0.0
fox,2018-07-01 22:52:03+00:00,"@Mandy_Kerr Thank you, Mandy. 😇💐",0.3612,0.0,0.615,0.385
fox,2018-06-30 11:22:36+00:00,"All white people should watch W. Kamau Bell’s newest stand up, “Private School Negro” immediately.

https://t.co/nzCFNCj5Kh",0.0,0.0,1.0,0.0
fox,2018-06-30 08:19:58+00:00,"These are only a few things I do on a daily basis. 

If you’re a man, consider how women perpetually live in fear a… https://t.co/Kmhe4XISP2",-0.4939,0.138,0.862,0.0
fox,2018-06-30 08:18:20+00:00,"8) when I can’t avoid confrontation, I’m polite and try to find excuses to not give them what they want (eg a phone… https://t.co/iJX8dOQawo",-0.0772,0.169,0.674,0.157
fox,2018-06-30 08:09:27+00:00,5) when I sense someone creepily following me I don’t engage. I walk faster with my phone out and look for other pe… https://t.co/dPqzY7bpld,0.34,0.0,0.893,0.107
fox,2018-06-30 08:07:33+00:00,"1) I don’t walk with headphones on after dark.
2) I don’t choose badly lit side streets; I stick to main roads with… https://t.co/VrJV74cCtB",-0.4767,0.134,0.866,0.0
fox,2018-06-30 08:04:10+00:00,"I had a conversation with a few women about perosnal safety recently and we, sadly, pretty much shared the same str… https://t.co/sU41H06OqF",0.6808,0.107,0.573,0.321
fox,2018-06-30 08:01:57+00:00,@janeruffino Mental illness has become a free getaway card for violent white men. It also stigmatizes mental health… https://t.co/exEW21yI3f,-0.5106,0.265,0.602,0.133
fox,2018-06-30 04:43:58+00:00,"If Silicon Valley diversity and inclusion initiatives are achieving any results, it’s sadly mostly affecting only w… https://t.co/qQZAzUarvu",-0.4215,0.141,0.859,0.0
fox,2018-06-30 04:41:52+00:00,@linzlovesyou 🤦🏻‍♀️ no no no no,-0.7783,0.595,0.405,0.0
fox,2018-06-30 04:34:22+00:00,RT @rightsagenda: Watch our @DanielHRLC's address to the UN Human Rights Council last night about the Turnbull Government's deliberate dest…,0.0,0.0,1.0,0.0
fox,2018-06-30 04:31:26+00:00,@kylietimpani I feel so seen,0.0,0.0,1.0,0.0
fox,2018-06-30 02:11:57+00:00,"„Surveillance is not only a means of watching or tracking, it is also a mechanism for social sorting.”

 —Virgina E… https://t.co/INEmQdekvg",0.0,0.0,1.0,0.0
fox,2018-06-30 02:01:27+00:00,"@Gemma_Stiles thank you, Gemma! that’s very kind. 💖",0.8386,0.0,0.401,0.599
fox,2018-06-30 02:01:05+00:00,"@corywheeler1 @jesslynnrose @samhouston thank you, y’all 😇 💐",0.6705,0.0,0.621,0.379
fox,2018-06-30 00:57:09+00:00,"One of the things that annoy the living hell out of me in SaaS is:

1) not sending monthly invoices via email
2) ch… https://t.co/B3JmezlHoE",-0.8176,0.246,0.754,0.0
fox,2018-06-29 23:54:44+00:00,"I really love how @Xero rubs it in by charging for an additional month even after cancellation.

Horrifying service… https://t.co/NTkwQGZSHi",0.2006,0.147,0.675,0.178
fox,2018-06-29 23:52:30+00:00,"The perpetuation of drinking in the tech industry, especially in professional settings like offices, meetups and co… https://t.co/F1WptRlAaS",0.3612,0.0,0.872,0.128
fox,2018-06-29 05:26:19+00:00,"👩🏻‍🎓 More talk research: 

What prevents you from building ethical products and companies? 
What would empower you… https://t.co/SzZNgJXz6g",0.5574,0.0,0.813,0.187
fox,2018-06-29 05:10:55+00:00,I’ll be making it over to Perth in August to keynote @DDDPerth and talk about building a welcoming Web for everyone… https://t.co/Y6BFKG7weE,0.4404,0.0,0.873,0.127
fox,2018-06-28 23:10:43+00:00,RT @notwaldorf: I made a music sequencer! In JavaScript! It even uses Machine Learning to try to match drums to a synth melody you create!…,0.0,0.0,1.0,0.0
fox,2018-06-28 22:31:19+00:00,"RT @anitasarkeesian: ""they're just words""
""you can't take a joke""
""you're just making it up""
""it's just boys being boys""
""it's just the way…",-0.2235,0.079,0.921,0.0
fox,2018-06-28 04:47:58+00:00,"Nowadays, the most significant performance wins for perceived speed, and user experience lay in web fonts and JavaS… https://t.co/xtHruZgFnm",0.7233,0.0,0.737,0.263
fox,2018-06-28 00:53:02+00:00,"@mor10 Thank you for the recommendations! I have few others on my list as well, but didn’t manage to read 10+ books for one talk. 😅",0.7043,0.0,0.785,0.215
fox,2018-06-27 06:19:59+00:00,"@eleanorstrib Agree! The whole soft skill argument is bullshit. I had philosophy, ethics and sociology and I’m real… https://t.co/Qjg7ROz2vW",-0.6239,0.274,0.623,0.104
fox,2018-06-27 03:21:04+00:00,World biggest data breaches visualised. https://t.co/v9cvF7xXih,0.0,0.0,1.0,0.0
fox,2018-06-27 02:06:38+00:00,@CatherineFlick Agree! The materials date way back to the 70s and 80s. It’s saddening only now people realise the i… https://t.co/g7izwFtlHq,-0.2481,0.14,0.76,0.1
fox,2018-06-27 02:02:51+00:00,"I would also urge to read the following books by @sara_ann_marie, @PopTechWorks, @safiyanoble and @mathbabedotorg a… https://t.co/M3MEp2hf2H",0.0,0.0,1.0,0.0
fox,2018-06-27 01:55:07+00:00,One of the resources I would recommend is @datasociety’s research. https://t.co/iggP6iabre,0.3612,0.0,0.783,0.217
nytimes,2018-07-23 14:00:13+00:00,"In a series of wince-inducing scenes, Sacha Baron Cohen got a a Republican Georgia lawmaker to yell a racial epithe… https://t.co/mQOgGepPzm",0.0,0.0,1.0,0.0
nytimes,2018-07-23 13:52:25+00:00,"It’s been a year since the rollout of a subway rescue plan, but on-time rates remain at the worst level since the 1… https://t.co/uiWiwEeTwy",-0.6705,0.203,0.719,0.077
nytimes,2018-07-23 13:45:07+00:00,"Who was Jane Roe in Roe v. Wade? Today, The Daily breaks down the history and legacy of the landmark Supreme Court… https://t.co/qjbU43x4AR",0.5994,0.0,0.811,0.189
nytimes,2018-07-23 13:37:08+00:00,"""This is an attack against innocent families and our entire city,"" said John Tory, the mayor of Toronto https://t.co/jRZtNsl4em",-0.1779,0.138,0.756,0.107
nytimes,2018-07-23 13:30:13+00:00,Pakistanis will transfer power from one civilian government to another for only the second time in the nation’s 70-… https://t.co/LPDDYujSet,0.0,0.0,1.0,0.0
nytimes,2018-07-23 13:23:06+00:00,Morning briefing: Here's what you need to know to start your day https://t.co/mTLprIt5Zu,0.0,0.0,1.0,0.0
nytimes,2018-07-23 13:15:06+00:00,"Remarkably, 5 states are holding ballot measures to fight gerrymandering in a single year; only 5 had taken them up… https://t.co/2gsS6LWirs",-0.3818,0.133,0.867,0.0
nytimes,2018-07-23 13:00:30+00:00,A study found that volunteering for “nonpromotable tasks” at the office can shift your career into reverse. And the… https://t.co/ejbN8heP8y,0.0,0.0,1.0,0.0
nytimes,2018-07-23 12:44:03+00:00,In case you were wondering what it's like to play the younger version of Meryl Streep in a movie... https://t.co/wnRBauQB5o,0.5994,0.0,0.776,0.224
nytimes,2018-07-23 12:16:01+00:00,A frequent refrain: Why are tampons taxed when Viagra is not? https://t.co/kaSPgjvjM2,0.0,0.0,1.0,0.0
nytimes,2018-07-23 11:47:14+00:00,"Nike says its $250 running shoes make you run faster. We analyzed 500,000 races, and it may actually be true. https://t.co/wklvWFd0QI",0.4215,0.0,0.877,0.123
nytimes,2018-07-23 11:30:06+00:00,Documents released over the weekend plainly demonstrated that key elements of Republicans' claims about the FBI's s… https://t.co/mQDHoMC13G,0.0,0.0,1.0,0.0
nytimes,2018-07-23 11:17:02+00:00,An Uber and Lyft driver recorded and live-streamed his passengers' conversations without their knowledge https://t.co/jHB479UhzJ,0.0,0.0,1.0,0.0
nytimes,2018-07-23 10:51:25+00:00,End Iran’s Gender Apartheid Now https://t.co/yjgr7SFKKL,0.0,0.0,1.0,0.0
nytimes,2018-07-23 10:45:03+00:00,One man shot and killed another in Florida during an argument over a parking space. He won't be arrested or charged… https://t.co/ZaGw3UwjAr,-0.6647,0.254,0.653,0.093
nytimes,2018-07-23 10:29:07+00:00,"In the United States, activists are bringing the concept of “menstrual equity” into the public debate https://t.co/ixx5gHlvob",0.4215,0.0,0.851,0.149
nytimes,2018-07-23 10:14:03+00:00,"""I think the Endangered Species Act is endangered,"" said the director of the Union of Concerned Scientists. ""They h… https://t.co/nIG04Nt9Kj",0.0,0.0,1.0,0.0
nytimes,2018-07-23 10:00:16+00:00,Chinese parents were in an uproar on Monday amid reports that hundreds of thousands of children might have been inj… https://t.co/jXNDtBhxRU,0.0,0.0,1.0,0.0
nytimes,2018-07-23 09:45:07+00:00,Negotiations to ease an escalating trade war between the United States and the rest of the world sputtered to a clo… https://t.co/kWRgUn3zI8,0.1027,0.143,0.662,0.195
nytimes,2018-07-23 09:30:02+00:00,"The waitress who took down the man who groped her said that the episode led people to reach out, including women wh… https://t.co/SdsnbqV71N",0.0258,0.0,0.952,0.048
nytimes,2018-07-23 09:15:03+00:00,"""My whole thing is respect,"" the waitress said. ""As long as you respect me, I'm going to respect you.""
 https://t.co/eb88CPVQLW",0.7351,0.0,0.744,0.256
nytimes,2018-07-23 09:00:02+00:00,"When a majority demographic group believes it could become a minority, members of that group often become less supp… https://t.co/cvSXLIjfA1",0.0,0.0,1.0,0.0
nytimes,2018-07-23 08:46:02+00:00,RT @nytimesworld: European officials are now admitting that Portugal may have found a better response to the crisis than austerity https://…,-0.296,0.164,0.72,0.116
nytimes,2018-07-23 08:31:05+00:00,"President Trump threatened Iran after the country's president, Hassan Rouhani, warned of a confrontation that would… https://t.co/0lAtVeb5GD",-0.7506,0.363,0.637,0.0
nytimes,2018-07-23 08:15:03+00:00,RT @nytimesworld: A minibus full of taxi drivers became the latest victim of South Africa's bloody taxi battles. The drivers had been retur…,-0.765,0.286,0.714,0.0
nytimes,2018-07-23 08:00:02+00:00,"""This is an attack against innocent families and our entire city,"" said John Tory, the mayor of Toronto https://t.co/5ylegNXmfq",-0.1779,0.138,0.756,0.107
nytimes,2018-07-23 07:44:07+00:00,"Jared Kushner and his partner in Middle East peacemaking, Jason Greenblatt, are rethinking their efforts to rebuild… https://t.co/mlwUJ9fw8K",0.4019,0.0,0.863,0.137
nytimes,2018-07-23 07:20:58+00:00,How one of the world’s great Champagne brands prepared for climate change https://t.co/2qDy0yEWIx,0.802,0.0,0.549,0.451
nytimes,2018-07-23 07:04:41+00:00,Hate Making Financial Decisions? Try This https://t.co/5WbNi89CEj,-0.5719,0.381,0.619,0.0
nytimes,2018-07-23 06:54:06+00:00,"""What if, in the place of consent, we advised young people to check for nothing less than enthusiastic agreement fr… https://t.co/yesQZpXeMY",0.343,0.096,0.713,0.191
nytimes,2018-07-23 06:37:44+00:00,Feeling like you’re being walked all over? Here’s how to stand up for yourself. https://t.co/85Hj0gVOwn,0.4588,0.0,0.765,0.235
nytimes,2018-07-23 06:21:30+00:00,It’s a 30-foot-wide panorama that depicts a modern-day Ku Klux Klan gathering. The museum prepped for its debut for… https://t.co/8Wot4mRKwj,0.0,0.0,1.0,0.0
nytimes,2018-07-23 06:04:08+00:00,"For the second time this year, a Canadian director faces criticism for a production that sets out to tell the stori… https://t.co/88Ba9uoeyo",-0.4404,0.132,0.868,0.0
nytimes,2018-07-23 05:47:45+00:00,Trump Is Wrong About Trade. So Is Everyone Else. https://t.co/aCh1OFYZaF,-0.4767,0.256,0.744,0.0
nytimes,2018-07-23 05:34:20+00:00,RT @nytimesphoto: This photographer visually chronicled his battle with cancer: https://t.co/NR1jxupR2h https://t.co/uVgOg3fDZy,-0.7906,0.412,0.588,0.0
nytimes,2018-07-23 05:17:02+00:00,Great Basin is one of the least-visited national parks in America. That means one thing for travelers: anonymity. https://t.co/SEDrPsTAq4,0.6249,0.0,0.814,0.186
nytimes,2018-07-23 04:59:47+00:00,"RT @Maya__Salam: There’s a big difference between being enthusiastic at work and being a sucker. For women, that distinction is career defi…",-0.0516,0.138,0.732,0.13
nytimes,2018-07-23 04:43:46+00:00,"9 People Injured in Toronto Shooting and Suspect Is Dead, Police Say https://t.co/NBKx4lphx7",-0.8481,0.505,0.495,0.0
nytimes,2018-07-23 04:27:23+00:00,"For a fast and flavorful summer meal, try blistered green beans and tomatoes, with honey, harissa, and mint… https://t.co/U18F5FpDM1",0.0,0.0,1.0,0.0
nytimes,2018-07-23 04:10:11+00:00,"Trump Threatens Iran on Twitter, Warning of Dire ‘Consequences’ https://t.co/Bnfy5Wzaca",-0.7906,0.533,0.467,0.0
nytimes,2018-07-23 04:09:29+00:00,The “high-elven speech” J.R.R. Tolkien uses in “The Lord of The Rings” was the product of almost 40 years of langua… https://t.co/mtRKWjEkZl,0.0,0.0,1.0,0.0
nytimes,2018-07-23 04:06:37+00:00,"Breaking News: President Trump threatened Iran on Twitter, warning in capital letters of severe “consequences,” aft… https://t.co/npmPjPxWTB",-0.7906,0.364,0.636,0.0
nytimes,2018-07-23 03:53:07+00:00,"""Wine in American culture has long been a synonym for snobbery. I’m sorry to say that wine culture has partly broug… https://t.co/PgPggViCqv",-0.5106,0.185,0.815,0.0
nytimes,2018-07-23 03:33:41+00:00,"RT @NYTScience: The next time you hear a baby cry, take a good listen. It might tell you something about how its voice will sound decades l…",-0.0516,0.107,0.793,0.1
nytimes,2018-07-23 03:15:05+00:00,"With constantly changing menus and a seemingly effortless style, King draws in those who want to eat well, but chaf… https://t.co/F3aVrTdW7u",0.1779,0.0,0.87,0.13
nytimes,2018-07-23 02:56:28+00:00,"New Cuba Constitution, Recognizing Private Property, Approved by Lawmakers https://t.co/TBIzLGFkjt",0.4215,0.0,0.763,0.237
nytimes,2018-07-23 02:55:04+00:00,"New York City has a ban on solitary confinement for young inmates, but that hasn't stopped the city from transferri… https://t.co/srhU8iN2mD",-0.0775,0.103,0.807,0.09
nytimes,2018-07-23 02:24:07+00:00,"An Iranian caricaturist got an ""Einstein visa"" despite the travel ban. Now she's drawing President Trump. https://t.co/wTZgowAuhQ",0.4449,0.0,0.845,0.155
nytimes,2018-07-23 02:06:04+00:00,News Analysis: How a Trump Decision Revealed a G.O.P. Memo’s Shaky Foundation https://t.co/b6NOO4vt8Z,-0.2263,0.16,0.84,0.0
nytimes,2018-07-23 01:48:06+00:00,In case you were wondering what it's like to play the younger version of Meryl Streep in a movie... https://t.co/sOKV9Xonqq,0.5994,0.0,0.776,0.224
nytimes,2018-07-23 01:19:12+00:00,Israelis Protest Denial of Surrogacy Rights to Same-Sex Couples https://t.co/n6sb3BaZcr,-0.25,0.182,0.818,0.0
nytimes,2018-07-23 01:15:49+00:00,"For YouTubers and other online stars, speed dating isn’t about finding love. It’s about finding brand partnerships. https://t.co/XFtEyhCEIm",0.6369,0.0,0.802,0.198
nytimes,2018-07-23 00:57:10+00:00,How to turn toxic emotions into positive action https://t.co/g6SniJCQ1Z,0.5574,0.0,0.69,0.31
nytimes,2018-07-23 00:37:54+00:00,On Golf: Tiger Woods Was Back in Contention. But It Wasn’t the Same Tiger Woods. https://t.co/F0N8jG55xf,0.0,0.0,1.0,0.0
nytimes,2018-07-23 00:27:16+00:00,"It took 18 days and 10,000 people to pull off the rescue of 12 boys and their coach from the depths of a flooded ca… https://t.co/n9gPXuVMgi",0.5106,0.0,0.879,0.121
nytimes,2018-07-23 00:10:06+00:00,"""I write about taco stands and fancy French restaurants to try to get people less afraid of their neighbors and to… https://t.co/TdwOlS7sRL",0.0,0.0,1.0,0.0
nytimes,2018-07-22 23:47:35+00:00,Fiat Chrysler Loses Its Driving Force as a Bumpy Road Lies Ahead https://t.co/C3VZI0hMl5,-0.6249,0.338,0.662,0.0
nytimes,2018-07-22 23:40:07+00:00,This bookstore is not where you go to find all the cookbooks. It is where you go to find the right cookbooks. https://t.co/ImKGHsx6uB,0.0,0.0,1.0,0.0
nytimes,2018-07-22 23:08:35+00:00,Present Danger for the Endangered Species Act https://t.co/USXZ3LioJW,-0.5267,0.327,0.673,0.0
nytimes,2018-07-22 23:06:08+00:00,Critic’s Notebook: Review: ‘Emojiland’ and a Graceful Elegy at New York Musical Festival https://t.co/P3NMujbKb7,0.7351,0.0,0.64,0.36
nytimes,2018-07-22 22:52:06+00:00,"Chris Wallace, after his contentious interview with Vladimir Putin, did the next logical thing: He went on vacation… https://t.co/34JQOV8S3w",-0.296,0.109,0.891,0.0
nytimes,2018-07-22 22:40:01+00:00,"RT @NYTStyles: Baltimore is home to a generation of young musicians who are writing the city's past, present and future into their work htt…",0.0,0.0,1.0,0.0
nytimes,2018-07-22 22:39:56+00:00,Portugal Dared to Cast Aside Austerity. It’s Having a Major Revival. https://t.co/XSrC1VVWbQ,0.0,0.0,1.0,0.0
nytimes,2018-07-22 22:37:29+00:00,Can Alexandria Ocasio-Cortez Help Build a Progressive Audience In Red States? https://t.co/rOoSkTVAEH,0.4019,0.0,0.787,0.213
nytimes,2018-07-22 22:22:01+00:00,A video showed a waitress yanking back a man who groped her and slamming him to the ground. “My whole thing is resp… https://t.co/O9xIQ8LKoP,0.0,0.0,1.0,0.0
nytimes,2018-07-22 22:13:37+00:00,Taking On 19th-Century Opera Stereotypes for the #MeToo Era https://t.co/hoCNzGbNKu,0.0,0.0,1.0,0.0
nytimes,2018-07-22 22:08:04+00:00,The Catholic Church is on the front lines of an escalating conflict in Nicaragua between the increasingly authorita… https://t.co/ZkvBU24Ft4,-0.3182,0.113,0.887,0.0
